"","Artist","Track","count","Track_no_brackets","artist_first_word","artist_last_word","artist_lower","artist_no_featuring_lower","track_lower","track_lower_no_brackets","track_lower_no_schar","track_lower_no_brackets_schar_ws","artist_mbid","artist_lower_no_brackets","artist_lower_no_brackets_schar","artist_lower_no_brackets_schar_ws"
"703","Ricky Martin","The Cup Of Life (The Official Song Of The World Cup, France '98)",18,"The Cup Of Life ","Ricky","Martin","ricky martin","ricky martin","the cup of life (the official song of the world cup, france '98)","the cup of life ","the cup of life ","thecupoflife","98b370d6-29ab-49c5-b5fe-26ca1e45932c","ricky martin","rickymartin","rickymartin"
"704","Ricky Martin Duet With Christina Aguilera","Nobody Wants To Be Lonely",20,"Nobody Wants To Be Lonely","Ricky","Aguilera","ricky martin duet with christina aguilera","ricky martin duet","nobody wants to be lonely","nobody wants to be lonely","nobody wants to be lonely","nobodywantstobelonely",NA,"ricky martin duet with christina aguilera","rickymartinduetwithchristinaaguilera","rickymartinduetwithchristinaaguilera"
"705","Ricky Martin Featuring Meja","Private Emotion",5,"Private Emotion","Ricky","Meja","ricky martin featuring meja","ricky martin","private emotion","private emotion","private emotion","privateemotion","98b370d6-29ab-49c5-b5fe-26ca1e45932c","ricky martin featuring meja","rickymartinfeaturingmeja","rickymartinfeaturingmeja"
"706","Ryan Duarte","You",14,"You","Ryan","Duarte","ryan duarte","ryan duarte","you","you","you","you",NA,"ryan duarte","ryanduarte","ryanduarte"
"707","Sade","By Your Side",11,"By Your Side","Sade","Sade","sade","sade","by your side","by your side","by your side","byyourside","61d39911-0ca1-4264-9692-ddda6aae4c48","sade","sade","sade"
"708","Saliva","Always",20,"Always","Saliva","Saliva","saliva","saliva","always","always","always","always","cee7be3f-33a4-46cc-93e5-4e099737f5bd","saliva","saliva","saliva"
"709","Saliva","Rest In Pieces",3,"Rest In Pieces","Saliva","Saliva","saliva","saliva","rest in pieces","rest in pieces","rest in pieces","restinpieces","cee7be3f-33a4-46cc-93e5-4e099737f5bd","saliva","saliva","saliva"
"710","Sammie","I Like It",20,"I Like It","Sammie","Sammie","sammie","sammie","i like it","i like it","i like it","ilikeit","c799589d-330d-4277-806c-8dca5a386a98","sammie","sammie","sammie"
"711","Santana Featuring Alex Band Or Chad Kroeger","Why Don't You & I",35,"Why Don't You & I","Santana","Kroeger","santana featuring alex band or chad kroeger","santana","why don't you & i","why don't you & i","why don t you   i","whydontyoui","f7fda030-0ba1-42e9-a385-3deebc939bc9","santana featuring alex band or chad kroeger","santanafeaturingalexbandorchadkroeger","santanafeaturingalexbandorchadkroeger"
"712","Santana Featuring Michelle Branch","The Game Of Love",37,"The Game Of Love","Santana","Branch","santana featuring michelle branch","santana","the game of love","the game of love","the game of love","thegameoflove","f7fda030-0ba1-42e9-a385-3deebc939bc9","santana featuring michelle branch","santanafeaturingmichellebranch","santanafeaturingmichellebranch"
"713","Santana Featuring Rob Thomas","Smooth",58,"Smooth","Santana","Thomas","santana featuring rob thomas","santana","smooth","smooth","smooth","smooth","f7fda030-0ba1-42e9-a385-3deebc939bc9","santana featuring rob thomas","santanafeaturingrobthomas","santanafeaturingrobthomas"
"714","Santana Featuring The Product G&B","Maria Maria",26,"Maria Maria","Santana","B","santana featuring the product g&b","santana","maria maria","maria maria","maria maria","mariamaria","f7fda030-0ba1-42e9-a385-3deebc939bc9","santana featuring the product g&b","santanafeaturingtheproductgb","santanafeaturingtheproductgb"
"715","Sarah McLachlan","Fallen",21,"Fallen","Sarah","McLachlan","sarah mclachlan","sarah mclachlan","fallen","fallen","fallen","fallen","ce58d854-7430-4231-aa44-97f0144b3372","sarah mclachlan","sarahmclachlan","sarahmclachlan"
"716","Sarah McLachlan","I Will Remember You (Live)",20,"I Will Remember You ","Sarah","McLachlan","sarah mclachlan","sarah mclachlan","i will remember you (live)","i will remember you ","i will remember you ","iwillrememberyou","ce58d854-7430-4231-aa44-97f0144b3372","sarah mclachlan","sarahmclachlan","sarahmclachlan"
"717","Savage Garden","Crash And Burn",20,"Crash And Burn","Savage","Garden","savage garden","savage garden","crash and burn","crash and burn","crash and burn","crashandburn","a871fd87-50f7-4032-b06d-da56779edcce","savage garden","savagegarden","savagegarden"
"718","Savage Garden","I Knew I Loved You",33,"I Knew I Loved You","Savage","Garden","savage garden","savage garden","i knew i loved you","i knew i loved you","i knew i loved you","iknewilovedyou","a871fd87-50f7-4032-b06d-da56779edcce","savage garden","savagegarden","savagegarden"
"719","Savage Garden","The Animal Song",10,"The Animal Song","Savage","Garden","savage garden","savage garden","the animal song","the animal song","the animal song","theanimalsong","a871fd87-50f7-4032-b06d-da56779edcce","savage garden","savagegarden","savagegarden"
"720","Seal","Love's Divine",20,"Love's Divine","Seal","Seal","seal","seal","love's divine","love's divine","love s divine","lovesdivine","f053ae01-dae6-4aae-9883-e8c279fdbef4","seal","seal","seal"
"721","Seal","Waiting For You",8,"Waiting For You","Seal","Seal","seal","seal","waiting for you","waiting for you","waiting for you","waitingforyou","f053ae01-dae6-4aae-9883-e8c279fdbef4","seal","seal","seal"
"722","Shaggy Feat. Ricardo ""RikRok"" Ducent","It Wasn't Me",25,"It Wasn't Me","Shaggy","Ducent","shaggy feat. ricardo ""rikrok"" ducent","shaggy","it wasn't me","it wasn't me","it wasn t me","itwasntme","e9ee733a-3c73-478e-829f-a69e1d980ae2","shaggy feat. ricardo ""rikrok"" ducent","shaggyfeatricardorikrokducent","shaggyfeatricardorikrokducent"
"723","Shaggy Featuring Janet","Luv Me, Luv Me",15,"Luv Me, Luv Me","Shaggy","Janet","shaggy featuring janet","shaggy","luv me, luv me","luv me, luv me","luv me  luv me","luvmeluvme","e9ee733a-3c73-478e-829f-a69e1d980ae2","shaggy featuring janet","shaggyfeaturingjanet","shaggyfeaturingjanet"
"724","Shakira","Objection (Tango)",9,"Objection ","Shakira","Shakira","shakira","shakira","objection (tango)","objection ","objection ","objection","bf24ca37-25f4-4e34-9aec-460b94364cfc","shakira","shakira","shakira"
"725","Shakira","Underneath Your Clothes",20,"Underneath Your Clothes","Shakira","Shakira","shakira","shakira","underneath your clothes","underneath your clothes","underneath your clothes","underneathyourclothes","bf24ca37-25f4-4e34-9aec-460b94364cfc","shakira","shakira","shakira"
"726","Shakira","Whenever, Wherever",24,"Whenever, Wherever","Shakira","Shakira","shakira","shakira","whenever, wherever","whenever, wherever","whenever  wherever","wheneverwherever","bf24ca37-25f4-4e34-9aec-460b94364cfc","shakira","shakira","shakira"
"727","Shania Twain","Come On Over",10,"Come On Over","Shania","Twain","shania twain","shania twain","come on over","come on over","come on over","comeonover","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","shania twain","shaniatwain","shaniatwain"
"728","Shania Twain","Forever And For Always",23,"Forever And For Always","Shania","Twain","shania twain","shania twain","forever and for always","forever and for always","forever and for always","foreverandforalways","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","shania twain","shaniatwain","shaniatwain"
"729","Shania Twain","From This Moment On",10,"From This Moment On","Shania","Twain","shania twain","shania twain","from this moment on","from this moment on","from this moment on","fromthismomenton","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","shania twain","shaniatwain","shaniatwain"
"730","Shania Twain","I'm Gonna Getcha Good!",20,"I'm Gonna Getcha Good!","Shania","Twain","shania twain","shania twain","i'm gonna getcha good!","i'm gonna getcha good!","i m gonna getcha good ","imgonnagetchagood","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","shania twain","shaniatwain","shaniatwain"
"731","Shania Twain","It Only Hurts When I'm Breathing",7,"It Only Hurts When I'm Breathing","Shania","Twain","shania twain","shania twain","it only hurts when i'm breathing","it only hurts when i'm breathing","it only hurts when i m breathing","itonlyhurtswhenimbreathing","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","shania twain","shaniatwain","shaniatwain"
"732","Shania Twain","Man! I Feel Like A Woman!",28,"Man! I Feel Like A Woman!","Shania","Twain","shania twain","shania twain","man! i feel like a woman!","man! i feel like a woman!","man  i feel like a woman ","manifeellikeawoman","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","shania twain","shaniatwain","shaniatwain"
"733","Shania Twain","She's Not Just A Pretty Face",13,"She's Not Just A Pretty Face","Shania","Twain","shania twain","shania twain","she's not just a pretty face","she's not just a pretty face","she s not just a pretty face","shesnotjustaprettyface","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","shania twain","shaniatwain","shaniatwain"
"734","Shania Twain","That Don't Impress Me Much",28,"That Don't Impress Me Much","Shania","Twain","shania twain","shania twain","that don't impress me much","that don't impress me much","that don t impress me much","thatdontimpressmemuch","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","shania twain","shaniatwain","shaniatwain"
"735","Shania Twain","You've Got A Way",13,"You've Got A Way","Shania","Twain","shania twain","shania twain","you've got a way","you've got a way","you ve got a way","youvegotaway","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","shania twain","shaniatwain","shaniatwain"
"736","Shania Twain With Billy Currington Or Mark McGrath","Party For Two",8,"Party For Two","Shania","McGrath","shania twain with billy currington or mark mcgrath","shania twain","party for two","party for two","party for two","partyfortwo","faabb55d-3c9e-4c23-8779-732ac2ee2c0d","shania twain with billy currington or mark mcgrath","shaniatwainwithbillycurringtonormarkmcgrath","shaniatwainwithbillycurringtonormarkmcgrath"
"737","Sheryl Crow","Anything But Down",13,"Anything But Down","Sheryl","Crow","sheryl crow","sheryl crow","anything but down","anything but down","anything but down","anythingbutdown","80ccfede-c258-4575-a7ad-c982e9932e0f","sheryl crow","sherylcrow","sherylcrow"
"738","Sheryl Crow","My Favorite Mistake",6,"My Favorite Mistake","Sheryl","Crow","sheryl crow","sheryl crow","my favorite mistake","my favorite mistake","my favorite mistake","myfavoritemistake","80ccfede-c258-4575-a7ad-c982e9932e0f","sheryl crow","sherylcrow","sherylcrow"
"739","Sheryl Crow","Soak Up The Sun",29,"Soak Up The Sun","Sheryl","Crow","sheryl crow","sheryl crow","soak up the sun","soak up the sun","soak up the sun","soakupthesun","80ccfede-c258-4575-a7ad-c982e9932e0f","sheryl crow","sherylcrow","sherylcrow"
"740","Sheryl Crow","Steve McQueen",5,"Steve McQueen","Sheryl","Crow","sheryl crow","sheryl crow","steve mcqueen","steve mcqueen","steve mcqueen","stevemcqueen","80ccfede-c258-4575-a7ad-c982e9932e0f","sheryl crow","sherylcrow","sherylcrow"
"741","Sheryl Crow","The First Cut Is The Deepest",36,"The First Cut Is The Deepest","Sheryl","Crow","sheryl crow","sheryl crow","the first cut is the deepest","the first cut is the deepest","the first cut is the deepest","thefirstcutisthedeepest","80ccfede-c258-4575-a7ad-c982e9932e0f","sheryl crow","sherylcrow","sherylcrow"
"742","Shyne Featuring Barrington Levy","Bad Boyz",15,"Bad Boyz","Shyne","Levy","shyne featuring barrington levy","shyne","bad boyz","bad boyz","bad boyz","badboyz","ceaa17dc-5da5-412c-a75a-e02c2d99638f","shyne featuring barrington levy","shynefeaturingbarringtonlevy","shynefeaturingbarringtonlevy"
"743","Silk","If You (Lovin' Me)",20,"If You ","Silk","Silk","silk","silk","if you (lovin' me)","if you ","if you ","ifyou","9ac05f17-cc5b-4858-8de4-1a448cbe703f","silk","silk","silk"
"744","Silk","Meeting In My Bedroom",13,"Meeting In My Bedroom","Silk","Silk","silk","silk","meeting in my bedroom","meeting in my bedroom","meeting in my bedroom","meetinginmybedroom","9ac05f17-cc5b-4858-8de4-1a448cbe703f","silk","silk","silk"
"745","Sixpence None The Richer","Don't Dream It's Over",6,"Don't Dream It's Over","Sixpence","Richer","sixpence none the richer","sixpence none the richer","don't dream it's over","don't dream it's over","don t dream it s over","dontdreamitsover","c2c70ed6-5f10-445c-969f-2c16bc9a4c2e","sixpence none the richer","sixpencenonethericher","sixpencenonethericher"
"746","Slum Village Featuring Dwele","Tainted",11,"Tainted","Slum","Dwele","slum village featuring dwele","slum village","tainted","tainted","tainted","tainted","6d0e0e3d-9583-4838-ada6-90b78f8696d4","slum village featuring dwele","slumvillagefeaturingdwele","slumvillagefeaturingdwele"
"747","Slum Village Featuring Kanye West & John Legend","Selfish",17,"Selfish","Slum","Legend","slum village featuring kanye west & john legend","slum village","selfish","selfish","selfish","selfish","6d0e0e3d-9583-4838-ada6-90b78f8696d4","slum village featuring kanye west & john legend","slumvillagefeaturingkanyewestjohnlegend","slumvillagefeaturingkanyewestjohnlegend"
"748","Smash Mouth","I'm A Believer",20,"I'm A Believer","Smash","Mouth","smash mouth","smash mouth","i'm a believer","i'm a believer","i m a believer","imabeliever","944e1036-8a03-4611-8aa0-31515a05c848","smash mouth","smashmouth","smashmouth"
"749","Snoop Dogg","From Tha Chuuuch To Da Palace",10,"From Tha Chuuuch To Da Palace","Snoop","Dogg","snoop dogg","snoop dogg","from tha chuuuch to da palace","from tha chuuuch to da palace","from tha chuuuch to da palace","fromthachuuuchtodapalace","f90e8b26-9e52-4669-a5c9-e28529c47894","snoop dogg","snoopdogg","snoopdogg"
"750","Snoop Dogg","Snoop Dogg",5,"Snoop Dogg","Snoop","Dogg","snoop dogg","snoop dogg","snoop dogg","snoop dogg","snoop dogg","snoopdogg","f90e8b26-9e52-4669-a5c9-e28529c47894","snoop dogg","snoopdogg","snoopdogg"
"751","Snoop Dogg Featuring Master P, Nate Dogg, Butch Cassidy & Tha Eastsidaz","Lay Low",19,"Lay Low","Snoop","Eastsidaz","snoop dogg featuring master p, nate dogg, butch cassidy & tha eastsidaz","snoop dogg","lay low","lay low","lay low","laylow","f90e8b26-9e52-4669-a5c9-e28529c47894","snoop dogg featuring master p, nate dogg, butch cassidy & tha eastsidaz","snoopdoggfeaturingmasterpnatedoggbutchcassidythaeastsidaz","snoopdoggfeaturingmasterpnatedoggbutchcassidythaeastsidaz"
"752","Snoop Dogg Featuring Mystikal And Fiend","Woof",12,"Woof","Snoop","Fiend","snoop dogg featuring mystikal and fiend","snoop dogg","woof","woof","woof","woof","f90e8b26-9e52-4669-a5c9-e28529c47894","snoop dogg featuring mystikal and fiend","snoopdoggfeaturingmystikalandfiend","snoopdoggfeaturingmystikalandfiend"
"753","Snoop Dogg Featuring Pharrell","Drop It Like It's Hot",13,"Drop It Like It's Hot","Snoop","Pharrell","snoop dogg featuring pharrell","snoop dogg","drop it like it's hot","drop it like it's hot","drop it like it s hot","dropitlikeitshot","f90e8b26-9e52-4669-a5c9-e28529c47894","snoop dogg featuring pharrell","snoopdoggfeaturingpharrell","snoopdoggfeaturingpharrell"
"754","Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson","Beautiful",20,"Beautiful","Snoop","Wilson","snoop dogg featuring pharrell & uncle charlie wilson","snoop dogg","beautiful","beautiful","beautiful","beautiful","f90e8b26-9e52-4669-a5c9-e28529c47894","snoop dogg featuring pharrell & uncle charlie wilson","snoopdoggfeaturingpharrellunclecharliewilson","snoopdoggfeaturingpharrellunclecharliewilson"
"755","Snoop Dogg Featuring Tyrese & Mr. Tan","Just A Baby Boy",4,"Just A Baby Boy","Snoop","Tan","snoop dogg featuring tyrese & mr. tan","snoop dogg","just a baby boy","just a baby boy","just a baby boy","justababyboy","f90e8b26-9e52-4669-a5c9-e28529c47894","snoop dogg featuring tyrese & mr. tan","snoopdoggfeaturingtyresemrtan","snoopdoggfeaturingtyresemrtan"
"756","Snoop Dogg Featuring Xzibit & Nate Dogg","B-Please",9,"B-Please","Snoop","Dogg","snoop dogg featuring xzibit & nate dogg","snoop dogg","b-please","b-please","b please","bplease","f90e8b26-9e52-4669-a5c9-e28529c47894","snoop dogg featuring xzibit & nate dogg","snoopdoggfeaturingxzibitnatedogg","snoopdoggfeaturingxzibitnatedogg"
"757","Sole Featuring JT Money & Kandi","4, 5, 6",16,"4, 5, 6","Sole","Kandi","sole featuring jt money & kandi","sole","4, 5, 6","4, 5, 6","4  5  6","456","ad29512a-d04c-43fe-b40e-71a46b995097","sole featuring jt money & kandi","solefeaturingjtmoneykandi","solefeaturingjtmoneykandi"
"758","Soluna","For All Time",11,"For All Time","Soluna","Soluna","soluna","soluna","for all time","for all time","for all time","foralltime","810a0d6d-564c-425b-84b9-f906e37bd0b4","soluna","soluna","soluna"
"759","Spice Girls","Goodbye",10,"Goodbye","Spice","Girls","spice girls","spice girls","goodbye","goodbye","goodbye","goodbye","bf0caafc-2b20-4e07-ab85-87e14ff430ce","spice girls","spicegirls","spicegirls"
"760","Staind","Price To Play",10,"Price To Play","Staind","Staind","staind","staind","price to play","price to play","price to play","pricetoplay","777a21a8-0d0f-4cf3-86b4-65bc0eba5649","staind","staind","staind"
"761","Staind","So Far Away",28,"So Far Away","Staind","Staind","staind","staind","so far away","so far away","so far away","sofaraway","777a21a8-0d0f-4cf3-86b4-65bc0eba5649","staind","staind","staind"
"762","Steve Wariner","Two Teardrops",20,"Two Teardrops","Steve","Wariner","steve wariner","steve wariner","two teardrops","two teardrops","two teardrops","twoteardrops","1bbddf35-a5a4-49a8-a8e7-fbfc419cc0f0","steve wariner","stevewariner","stevewariner"
"763","Sting Featuring Cheb Mami","Desert Rose",26,"Desert Rose","Sting","Mami","sting featuring cheb mami","sting","desert rose","desert rose","desert rose","desertrose","9e0e2b01-41db-4008-bd8b-988977d6019a","sting featuring cheb mami","stingfeaturingchebmami","stingfeaturingchebmami"
"764","Stone Temple Pilots","Sour Girl",13,"Sour Girl","Stone","Pilots","stone temple pilots","stone temple pilots","sour girl","sour girl","sour girl","sourgirl","8c32bb01-58a3-453b-8050-8c0620edb0e5","stone temple pilots","stonetemplepilots","stonetemplepilots"
"765","Sugar Ray","Every Morning",31,"Every Morning","Sugar","Ray","sugar ray","sugar ray","every morning","every morning","every morning","everymorning","ecc5119f-2ce2-4561-8c36-3aa4dd49e281","sugar ray","sugarray","sugarray"
"766","Sugar Ray","Falls Apart",20,"Falls Apart","Sugar","Ray","sugar ray","sugar ray","falls apart","falls apart","falls apart","fallsapart","ecc5119f-2ce2-4561-8c36-3aa4dd49e281","sugar ray","sugarray","sugarray"
"767","Sugar Ray","Someday",32,"Someday","Sugar","Ray","sugar ray","sugar ray","someday","someday","someday","someday","ecc5119f-2ce2-4561-8c36-3aa4dd49e281","sugar ray","sugarray","sugarray"
"768","Sugar Ray","When It's Over",22,"When It's Over","Sugar","Ray","sugar ray","sugar ray","when it's over","when it's over","when it s over","whenitsover","ecc5119f-2ce2-4561-8c36-3aa4dd49e281","sugar ray","sugarray","sugarray"
"769","Sunday","I Know",2,"I Know","Sunday","Sunday","sunday","sunday","i know","i know","i know","iknow","857963d5-146c-41ed-b151-51eabd38c5b7","sunday","sunday","sunday"
"770","Switchfoot","Dare You To Move",13,"Dare You To Move","Switchfoot","Switchfoot","switchfoot","switchfoot","dare you to move","dare you to move","dare you to move","dareyoutomove","3bb29637-4184-490d-92f8-a9b45ffc5ebd","switchfoot","switchfoot","switchfoot"
"771","Switchfoot","Meant To Live",28,"Meant To Live","Switchfoot","Switchfoot","switchfoot","switchfoot","meant to live","meant to live","meant to live","meanttolive","3bb29637-4184-490d-92f8-a9b45ffc5ebd","switchfoot","switchfoot","switchfoot"
"772","System Of A Down","Aerials",20,"Aerials","System","Down","system of a down","system of a down","aerials","aerials","aerials","aerials","2b5929bc-ffbf-496b-a66f-90dae13cbfe7","system of a down","systemofadown","systemofadown"
"773","System Of A Down","Chop Suey",20,"Chop Suey","System","Down","system of a down","system of a down","chop suey","chop suey","chop suey","chopsuey","2b5929bc-ffbf-496b-a66f-90dae13cbfe7","system of a down","systemofadown","systemofadown"
"774","System Of A Down","Toxicity",13,"Toxicity","System","Down","system of a down","system of a down","toxicity","toxicity","toxicity","toxicity","2b5929bc-ffbf-496b-a66f-90dae13cbfe7","system of a down","systemofadown","systemofadown"
"775","T.I.","24's",15,"24's","T","T.I.","t.i.","t.i.","24's","24's","24 s","24s","36412af7-feaf-4ad3-9ea8-78c6a8de6847","t.i.","ti","ti"
"776","T.I.","Bring Em Out",5,"Bring Em Out","T","T.I.","t.i.","t.i.","bring em out","bring em out","bring em out","bringemout","36412af7-feaf-4ad3-9ea8-78c6a8de6847","t.i.","ti","ti"
"777","T.I.","Let's Get Away",18,"Let's Get Away","T","T.I.","t.i.","t.i.","let's get away","let's get away","let s get away","letsgetaway","36412af7-feaf-4ad3-9ea8-78c6a8de6847","t.i.","ti","ti"
"778","T.I.","Rubber Band Man",20,"Rubber Band Man","T","T.I.","t.i.","t.i.","rubber band man","rubber band man","rubber band man","rubberbandman","36412af7-feaf-4ad3-9ea8-78c6a8de6847","t.i.","ti","ti"
"779","T.O.K.","Gal Yuh Ah Lead",9,"Gal Yuh Ah Lead","T","T.O.K.","t.o.k.","t.o.k.","gal yuh ah lead","gal yuh ah lead","gal yuh ah lead","galyuhahlead","88c97db7-5fd7-4837-b89f-3c5d95a0774e","t.o.k.","tok","tok"
"780","T.W.D.Y. Featuring Too Short & Mac Mall","Players Holiday",16,"Players Holiday","T","Mall","t.w.d.y. featuring too short & mac mall","t.w.d.y.","players holiday","players holiday","players holiday","playersholiday","9512eed7-a1a9-4e2f-8cac-c10d1448c1ce","t.w.d.y. featuring too short & mac mall","twdyfeaturingtooshortmacmall","twdyfeaturingtooshortmacmall"
"781","Tamia","Can't Go For That",5,"Can't Go For That","Tamia","Tamia","tamia","tamia","can't go for that","can't go for that","can t go for that","cantgoforthat","21dab5d7-3bda-4f72-a054-6379729dcb62","tamia","tamia","tamia"
"782","Tamia","Officially Missing You",18,"Officially Missing You","Tamia","Tamia","tamia","tamia","officially missing you","officially missing you","officially missing you","officiallymissingyou","21dab5d7-3bda-4f72-a054-6379729dcb62","tamia","tamia","tamia"
"783","Tamia","Stranger In My House",21,"Stranger In My House","Tamia","Tamia","tamia","tamia","stranger in my house","stranger in my house","stranger in my house","strangerinmyhouse","21dab5d7-3bda-4f72-a054-6379729dcb62","tamia","tamia","tamia"
"784","Tank","Maybe I Deserve",20,"Maybe I Deserve","Tank","Tank","tank","tank","maybe i deserve","maybe i deserve","maybe i deserve","maybeideserve",NA,"tank","tank","tank"
"785","Tanto Metro & Devonte","Everyone Falls In Love",16,"Everyone Falls In Love","Tanto","Devonte","tanto metro & devonte","tanto metro","everyone falls in love","everyone falls in love","everyone falls in love","everyonefallsinlove","12a03d31-89d3-4e5e-b227-3cab495b4e4f","tanto metro & devonte","tantometrodevonte","tantometrodevonte"
"786","Tanto Metro & Devonte","Give It To Her",20,"Give It To Her","Tanto","Devonte","tanto metro & devonte","tanto metro","give it to her","give it to her","give it to her","giveittoher","12a03d31-89d3-4e5e-b227-3cab495b4e4f","tanto metro & devonte","tantometrodevonte","tantometrodevonte"
"787","Teena Marie Featuring Baby","Still In Love",20,"Still In Love","Teena","Baby","teena marie featuring baby","teena marie","still in love","still in love","still in love","stillinlove","98cb2d05-0b47-4bc6-b345-792eecbe8449","teena marie featuring baby","teenamariefeaturingbaby","teenamariefeaturingbaby"
"788","The Black Eyed Peas","Let's Get It Started",20,"Let's Get It Started","The","Peas","the black eyed peas","the black eyed peas","let's get it started","let's get it started","let s get it started","letsgetitstarted","d5be5333-4171-427e-8e12-732087c6b78e","the black eyed peas","theblackeyedpeas","theblackeyedpeas"
"789","The Corrs","Breathless",20,"Breathless","The","Corrs","the corrs","the corrs","breathless","breathless","breathless","breathless","acf6c776-d0f6-4239-b5a2-a45a613ffa52","the corrs","thecorrs","thecorrs"
"790","The Isley Brothers Featuring Ronald Isley","Contagious",19,"Contagious","The","Isley","the isley brothers featuring ronald isley","the isley brothers","contagious","contagious","contagious","contagious","4a76400d-283f-492e-9754-18ef41755f81","the isley brothers featuring ronald isley","theisleybrothersfeaturingronaldisley","theisleybrothersfeaturingronaldisley"
"791","The Killers","Somebody Told Me",17,"Somebody Told Me","The","Killers","the killers","the killers","somebody told me","somebody told me","somebody told me","somebodytoldme","4665e836-2c96-4569-9462-bfea34850b69","the killers","thekillers","thekillers"
"792","The Lox Featuring Timbaland And EVE","Ryde Or Die, Chick",7,"Ryde Or Die, Chick","The","EVE","the lox featuring timbaland and eve","the lox","ryde or die, chick","ryde or die, chick","ryde or die  chick","rydeordiechick","76e9341b-ce5e-4eb7-8734-4cede9c7a993","the lox featuring timbaland and eve","theloxfeaturingtimbalandandeve","theloxfeaturingtimbalandandeve"
"793","The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim","Notorious B.I.G.",7,"Notorious B.I.G.","The","Kim","the notorious b.i.g. featuring puff daddy & lil' kim","the notorious b.i.g.","notorious b.i.g.","notorious b.i.g.","notorious b i g ","notoriousbig","d5d97b2b-b83b-4976-814a-056d9076c8c3","the notorious b.i.g. featuring puff daddy & lil' kim","thenotoriousbigfeaturingpuffdaddylilkim","thenotoriousbigfeaturingpuffdaddylilkim"
"794","The Offspring","Defy You",11,"Defy You","The","Offspring","the offspring","the offspring","defy you","defy you","defy you","defyyou","23a03e33-a603-404e-bcbf-2c00159d7067","the offspring","theoffspring","theoffspring"
"795","The Offspring","Hit That",15,"Hit That","The","Offspring","the offspring","the offspring","hit that","hit that","hit that","hitthat","23a03e33-a603-404e-bcbf-2c00159d7067","the offspring","theoffspring","theoffspring"
"796","The Offspring","Original Prankster",9,"Original Prankster","The","Offspring","the offspring","the offspring","original prankster","original prankster","original prankster","originalprankster","23a03e33-a603-404e-bcbf-2c00159d7067","the offspring","theoffspring","theoffspring"
"797","The Offspring","Pretty Fly (For A White Guy)",12,"Pretty Fly ","The","Offspring","the offspring","the offspring","pretty fly (for a white guy)","pretty fly ","pretty fly ","prettyfly","23a03e33-a603-404e-bcbf-2c00159d7067","the offspring","theoffspring","theoffspring"
"798","The Offspring","Why Don't You Get A Job?",15,"Why Don't You Get A Job?","The","Offspring","the offspring","the offspring","why don't you get a job?","why don't you get a job?","why don t you get a job ","whydontyougetajob","23a03e33-a603-404e-bcbf-2c00159d7067","the offspring","theoffspring","theoffspring"
"799","The Rolling Stones","Sympathy For The Devil (Remixes)",1,"Sympathy For The Devil ","The","Stones","the rolling stones","the rolling stones","sympathy for the devil (remixes)","sympathy for the devil ","sympathy for the devil ","sympathyforthedevil","a52940ca-3ec9-4a2b-89e4-ad358f64c8f7","the rolling stones","therollingstones","therollingstones"
"800","The Roots Featuring Musiq","Break You Off",1,"Break You Off","The","Musiq","the roots featuring musiq","the roots","break you off","break you off","break you off","breakyouoff","80b3cf5e-18fe-4c59-98c7-e5bb87210710","the roots featuring musiq","therootsfeaturingmusiq","therootsfeaturingmusiq"
"801","The Wallflowers","Sleepwalker",6,"Sleepwalker","The","Wallflowers","the wallflowers","the wallflowers","sleepwalker","sleepwalker","sleepwalker","sleepwalker","d9c90718-d54d-4ccf-a92e-37a5415ce299","the wallflowers","thewallflowers","thewallflowers"
"802","The White Stripes","Seven Nation Army",20,"Seven Nation Army","The","Stripes","the white stripes","the white stripes","seven nation army","seven nation army","seven nation army","sevennationarmy","11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5","the white stripes","thewhitestripes","thewhitestripes"
"803","Three The... G. Dep, P. Diddy & Black Rob","Let's Get It",9,"Let's Get It","Three","Rob","three the... g. dep, p. diddy & black rob","three the... g. dep","let's get it","let's get it","let s get it","letsgetit",NA,"three the... g. dep, p. diddy & black rob","threethegdeppdiddyblackrob","threethegdeppdiddyblackrob"
"804","Tim McGraw","Back When",10,"Back When","Tim","McGraw","tim mcgraw","tim mcgraw","back when","back when","back when","backwhen","7e5cfc9a-e9e1-46f1-b81a-861b12049488","tim mcgraw","timmcgraw","timmcgraw"
"805","Tim McGraw","Live Like You Were Dying",20,"Live Like You Were Dying","Tim","McGraw","tim mcgraw","tim mcgraw","live like you were dying","live like you were dying","live like you were dying","livelikeyouweredying","7e5cfc9a-e9e1-46f1-b81a-861b12049488","tim mcgraw","timmcgraw","timmcgraw"
